Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;SI;6
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'EUROPA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ÀSIA I OCEANIA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801906;GRÀCIA;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;3;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I0;DONA;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I0;HOME;0;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I1;DONA;1;ESPANYA;NO;22
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I1;DONA;1;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I1;HOME;1;ESPANYA;NO;15
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I2;DONA;2;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ASSOCIACIONS;I2;HOME;2;ESPANYA;NO;22
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;COOPERATIVES;I0;HOME;1;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I0;DONA;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I0;HOME;0;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I1;DONA;1;ESPANYA;NO;11
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I1;HOME;1;ESPANYA;NO;13
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I2;DONA;2;ESPANYA;NO;13
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;FUNDACIONS;I2;HOME;2;ESPANYA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I2;DONA;2;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I2;HOME;2;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;PERSONES FÍSIQUES;I1;DONA;1;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;PERSONES FÍSIQUES;I1;HOME;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I0;DONA;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;0;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;0;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;0;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;1;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ESPANYA;NO;27
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;40
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;42
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;37
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;CENTRE I SUDAMÈRICA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;45
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;CENTRE I SUDAMÈRICA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;CENTRE I SUDAMÈRICA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;50
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;RESTA D'EUROPA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;AMÈRICA DEL NORD;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;169
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;MAGREB;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;CENTRE I SUDAMÈRICA;NO;12
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;181
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;SI;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA D'EUROPA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;213
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;MAGREB;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA D'EUROPA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA D'ÀFRICA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;12
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ÀSIA I OCEANIA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;250
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;SI;10
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;MAGREB;NO;3
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'EUROPA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ÀSIA I OCEANIA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801907;HORTA - GUINARDÓ;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;3;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I0;DONA;0;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I0;HOME;0;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;DONA;1;ESPANYA;NO;36
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;DONA;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;DONA;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;HOME;1;ESPANYA;NO;41
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801908;NOU BARRIS;PRIVAT;ASSOCIACIONS;I2;DONA;2;ESPANYA;NO;50
