Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;12
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;13
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;16
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;19
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;32
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;39
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;3;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08001;ABRERA;0800100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;3;ESPANYA;SI;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;30
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08020;BEGUES;0802000;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;3;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I0;DONA;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I0;HOME;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I1;DONA;1;ESPANYA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I1;HOME;1;ESPANYA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;ESPANYA;NO;23
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;ESPANYA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I0;DONA;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I0;DONA;0;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I0;DONA;1;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;1;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ESPANYA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;CENTRE I SUDAMÈRICA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;2;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;31
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;29
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;RESTA D'EUROPA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ÀSIA I OCEANIA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;7
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;55
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;CENTRE I SUDAMÈRICA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;55
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;77
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;MAGREB;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;3;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;82
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;SI;7
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;MAGREB;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0805600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;20
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08068;CERVELLÓ;0806800;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;26
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08069;COLLBATÓ;0806900;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08069;COLLBATÓ;0806900;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08069;COLLBATÓ;0806900;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;12
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08069;COLLBATÓ;0806900;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;15
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08069;COLLBATÓ;0806900;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;16
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;ASSOCIACIONS;I0;DONA;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;ASSOCIACIONS;I1;DONA;1;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;ASSOCIACIONS;I1;HOME;1;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;ASSOCIACIONS;I2;DONA;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;ASSOCIACIONS;I2;HOME;2;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;11
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;16
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;AMÈRICA DEL NORD;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;23
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;MAGREB;NO;2
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;30
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I0;DONA;0;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I0;HOME;0;ESPANYA;NO;3
