Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Matrícula concertada;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ÀSIA I OCEANIA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;NO;56
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ÀSIA I OCEANIA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;CENTRE I SUDAMÈRICA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;CENTRE I SUDAMÈRICA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ESPANYA;NO;60
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ESPANYA;SI;9
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;RESTA D'ÀFRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ÀSIA I OCEANIA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;ESPANYA;NO;40
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;ÀSIA I OCEANIA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;4;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;4;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;CENTRE I SUDAMÈRICA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;CENTRE I SUDAMÈRICA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;ESPANYA;NO;21
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;ESPANYA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;ÀSIA I OCEANIA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ESPANYA;NO;33
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ESPANYA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ÀSIA I OCEANIA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;ESPANYA;NO;36
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;ESPANYA;SI;8
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;RESTA D'EUROPA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;5;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;ESPANYA;NO;19
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;ESPANYA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;6;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;6;ESPANYA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;CENTRE I SUDAMÈRICA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;ESPANYA;NO;31
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;ESPANYA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;ÀSIA I OCEANIA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;6;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;6;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;DONA;3;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;DONA;3;ESPANYA;NO;26
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;DONA;3;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;DONA;3;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;DONA;3;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;HOME;3;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;HOME;3;ESPANYA;NO;24
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;HOME;3;ESPANYA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;HOME;3;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I3;;HOME;3;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;AMÈRICA DEL NORD;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;ESPANYA;NO;19
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;ESPANYA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;DONA;5;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;ESPANYA;NO;27
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;ESPANYA;SI;9
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I4;;HOME;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;5;CENTRE I SUDAMÈRICA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;5;ESPANYA;NO;23
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;5;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;5;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;5;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;6;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;DONA;6;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;HOME;5;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;HOME;5;ESPANYA;NO;31
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;HOME;5;ESPANYA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;CORPORACIONS LOCALS;I5;;HOME;5;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;CENTRE I SUDAMÈRICA;SI;14
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;NO;215
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;SI;32
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;MAGREB;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;MAGREB;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801909;SANT ANDREU;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA D'EUROPA;NO;5
