Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Matrícula concertada;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;ESPANYA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;ESPANYA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;MAGREB;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;ÀSIA I OCEANIA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;DONA;3;ÀSIA I OCEANIA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;ESPANYA;NO;8
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;ESPANYA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I3;SI;HOME;3;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;ESPANYA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;ESPANYA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;ÀSIA I OCEANIA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;DONA;4;ÀSIA I OCEANIA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;HOME;4;ESPANYA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;HOME;4;ESPANYA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;HOME;4;ÀSIA I OCEANIA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I4;SI;HOME;4;ÀSIA I OCEANIA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;ESPANYA;NO;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;ESPANYA;SI;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;ÀSIA I OCEANIA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;DONA;5;ÀSIA I OCEANIA;SI;8
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;ESPANYA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;FUNDACIONS;I5;SI;HOME;5;ÀSIA I OCEANIA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;ESPANYA;NO;11
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;ESPANYA;SI;20
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;ÀSIA I OCEANIA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;DONA;3;ÀSIA I OCEANIA;SI;9
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;CENTRE I SUDAMÈRICA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;ESPANYA;NO;10
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;ESPANYA;SI;17
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;ÀSIA I OCEANIA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I3;SI;HOME;3;ÀSIA I OCEANIA;SI;10
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ESPANYA;NO;12
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ESPANYA;SI;19
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ÀSIA I OCEANIA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ÀSIA I OCEANIA;SI;15
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;AMÈRICA DEL NORD;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ESPANYA;NO;15
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ESPANYA;SI;17
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;MAGREB;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ÀSIA I OCEANIA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ÀSIA I OCEANIA;SI;8
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;NO;15
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;SI;16
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;MAGREB;SI;3
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;RESTA D'EUROPA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ÀSIA I OCEANIA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ÀSIA I OCEANIA;SI;10
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;6;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;CENTRE I SUDAMÈRICA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ESPANYA;NO;15
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ESPANYA;SI;18
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ÀSIA I OCEANIA;NO;7
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ÀSIA I OCEANIA;SI;6
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;6;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;AMÈRICA DEL NORD;NO;2
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;CENTRE I SUDAMÈRICA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;CENTRE I SUDAMÈRICA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0108;CONSORCI D'EDUCACIÓ DE BARCELONA;13;BARCELONÈS;08019;BARCELONA;0801901;CIUTAT VELLA;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;NO;47
